name,lastName,dateBirth,numero,tipo,operadora,provincia,canton,callePrincipal
Tobe,Tight,1985-06-25,571-225-9134,1,3,Arlington,Virginia,8 Nobel Place
Samantha,Swiggs,1969-12-11,314-205-3473,1,3,Saint Louis,Missouri,129 Melvin Court
Elsi,Birchenhead,1950-10-04,202-581-8257,2,1,Washington,District of Columbia,9 Ruskin Crossing
Lynelle,Thurlby,1987-11-08,213-276-6055,2,3,Los Angeles,California,2 Lillian Alley
Alyssa,Kemball,1977-01-13,682-529-4109,2,1,Fort Worth,Texas,65208 Katie Road
Foss,Cominetti,1993-10-10,513-702-4382,1,3,Cincinnati,Ohio,3 Warbler Drive
Madella,Letty,1970-09-29,661-162-5377,1,4,Palmdale,California,25592 Badeau Court
Buiron,Asquith,1999-07-25,209-750-7194,1,3,Stockton,California,11 Fair Oaks Junction
Allard,Santo,1958-12-30,260-979-6406,2,3,Fort Wayne,Indiana,974 Main Trail
Yolanthe,Churchouse,2002-06-16,573-718-5075,2,2,Jefferson City,Missouri,2 Basil Street
Louise,Ofer,1969-06-17,619-249-8972,2,1,San Diego,California,07 Tennyson Plaza
Burnard,Clyma,1956-09-13,267-438-8256,1,2,Levittown,Pennsylvania,515 Eggendart Drive
Rhonda,Goacher,1979-08-04,626-468-3003,1,3,Pasadena,California,3862 Blaine Junction
Ewen,Ranscome,1970-12-20,202-273-8281,2,3,Washington,District of Columbia,825 Debra Avenue
Flinn,Roze,1988-09-21,765-145-4112,1,3,Anderson,Indiana,3 Oneill Parkway
Crin,Dempsey,2008-01-09,217-440-6250,1,2,Champaign,Illinois,1854 Dexter Place
Ira,Dincey,1971-07-01,859-576-5169,1,1,Lexington,Kentucky,4 Hollow Ridge Plaza
Charil,Shedd,1980-10-06,423-282-4816,1,1,Kingsport,Tennessee,9 Mendota Pass
Mary,Eberts,1962-01-12,512-476-0556,1,1,Austin,Texas,8015 New Castle Hill
Christina,Tattershall,2004-01-19,602-294-3457,2,3,Scottsdale,Arizona,49 Alpine Road
Ivy,Syversen,1992-05-18,205-202-1689,1,2,Birmingham,Alabama,3898 American Ash Parkway
Oralie,Bolden,2009-01-30,212-300-6332,1,2,New York City,New York,08952 Lotheville Pass
Stillmann,Olner,1968-12-03,816-207-6405,1,1,Kansas City,Kansas,73817 Marquette Hill
Myron,Gaydon,1965-06-29,904-159-0087,2,4,Jacksonville,Florida,982 Rusk Circle
Marje,Arminger,1973-05-03,562-881-4949,2,1,Whittier,California,93616 Mallard Trail
Hyacinthie,Escreet,1966-05-31,202-276-6817,1,4,Washington,District of Columbia,2865 Emmet Road
Abeu,Luffman,2003-05-29,202-759-8327,2,4,Washington,District of Columbia,58099 Village Green Way
Gottfried,Bertenshaw,1973-05-29,757-915-4309,1,2,Virginia Beach,Virginia,3 Fuller Circle
Deborah,Zold,2019-05-26,828-758-8745,1,3,Asheville,North Carolina,4196 Amoth Hill
Shaine,McGaughay,2014-11-17,760-678-7035,2,3,Oceanside,California,5 Scoville Road
Lula,Godmar,2022-03-17,404-796-9452,1,1,Atlanta,Georgia,30 Claremont Pass
Molly,Cawley,1979-01-17,626-193-3470,2,2,Pasadena,California,85831 Atwood Drive
Asa,Harridge,1966-07-05,305-195-6971,1,4,Miami,Florida,50 American Ash Drive
Revkah,Rawcliffe,2011-12-01,937-752-3470,2,1,Dayton,Ohio,94 Crest Line Alley
Bernadette,Lammiman,2019-06-07,215-739-5399,2,1,Philadelphia,Pennsylvania,15 Graedel Court
Alidia,Longhirst,1975-11-09,503-270-0185,1,3,Portland,Oregon,70940 Chive Place
Jackelyn,Juhruke,2021-06-16,540-945-8149,1,3,Roanoke,Virginia,85219 Ridgeview Hill
Lucinda,Tregea,1991-07-07,786-678-4851,1,1,Miami,Florida,23 Blue Bill Park Place
Paula,Clemson,1976-11-03,918-431-7727,1,1,Tulsa,Oklahoma,56 Marquette Alley
Jarrad,Linch,2016-06-04,941-294-5201,1,1,Port Charlotte,Florida,757 Arkansas Circle
Nan,Senechault,1952-05-13,423-201-3579,1,1,Chattanooga,Tennessee,2 Swallow Alley
Rafaela,Conaghan,1988-10-05,605-494-4619,2,2,Sioux Falls,South Dakota,495 Brentwood Place
Rakel,O'Dougherty,1969-11-21,251-871-6651,1,2,Mobile,Alabama,109 Kensington Way
Darcy,Rove,1967-12-02,702-894-8264,1,1,Las Vegas,Nevada,4733 Old Gate Circle
Evan,Houltham,1992-03-16,805-408-5443,2,1,San Luis Obispo,California,31221 Lotheville Court
Desiree,Bandy,1980-08-25,512-757-5528,1,4,Austin,Texas,1003 Oxford Avenue
Donn,Barwood,1958-02-04,561-500-7873,2,3,Lake Worth,Florida,3218 Jenna Lane
Arvie,Guillot,2002-03-06,917-102-7793,1,3,New York City,New York,9532 Farmco Point
Myer,Broun,2017-10-22,303-696-0854,2,4,Littleton,Colorado,5467 Hanson Parkway
Kathlin,Gumby,1957-04-22,901-737-8823,2,2,Memphis,Tennessee,45 Colorado Trail
Barbi,O'Neary,1953-10-24,713-448-3478,1,1,Houston,Texas,90725 Aberg Way
Lena,Swansborough,1983-03-04,813-214-1504,1,2,Tampa,Florida,69 Dapin Alley
Arne,Staresmeare,1977-03-14,952-851-7481,1,3,Young America,Minnesota,24 Gulseth Street
Wendie,Alam,1951-07-25,425-512-7620,2,3,Seattle,Washington,69689 Orin Pass
Gina,Sturrock,2012-01-17,786-366-5366,1,4,Miami,Florida,4544 Green Parkway
Sheilah,Studdeard,1992-02-04,209-292-9746,1,2,Stockton,California,580 Crownhardt Point
Maisie,Gorhardt,1976-06-18,859-875-4225,2,2,Lexington,Kentucky,03 Anniversary Court
Noland,Tour,2020-11-16,720-558-8163,1,2,Denver,Colorado,809 Spenser Park
Peggi,Nuton,1958-02-27,217-557-3110,1,1,Decatur,Illinois,9904 Monterey Center
Doloritas,Girodias,1962-09-22,303-955-5812,1,4,Denver,Colorado,66 Nancy Drive
Blakelee,Haslam,2005-11-05,614-445-0925,2,3,Columbus,Ohio,2 Cordelia Court
Aloin,Skirven,1994-09-24,615-332-4557,2,3,Nashville,Tennessee,8630 Straubel Plaza
Gearard,Snadden,1978-03-28,913-508-4268,1,3,Shawnee Mission,Kansas,5 Becker Avenue
Sharline,Brydell,1974-09-17,804-203-8919,2,1,Richmond,Virginia,8334 Commercial Way
Cybil,Novakovic,1985-10-13,717-430-4349,2,1,York,Pennsylvania,286 Esker Avenue
Ad,Stolworthy,1954-08-23,734-674-0286,1,1,Detroit,Michigan,04300 Buhler Circle
Leonhard,Seers,1977-12-10,619-410-8507,1,2,San Diego,California,17374 Cardinal Street
Harlen,Zarb,1982-06-03,813-161-9028,2,4,Tampa,Florida,70839 Monument Terrace
Leonora,Slidders,1990-04-11,763-301-6140,1,4,Monticello,Minnesota,220 Bultman Hill
Daphne,Natwick,2021-06-01,571-334-7294,2,1,Fairfax,Virginia,20 Bayside Junction
Delphine,Janacek,1975-01-10,812-710-4320,1,2,Terre Haute,Indiana,2196 Kensington Hill
Marieann,Reeders,2008-04-04,626-799-4008,1,4,Pasadena,California,24 Heath Terrace
Sophie,Nowick,1964-06-16,917-745-1559,2,1,New York City,New York,29149 Bonner Alley
Ashia,Crapper,1981-01-18,229-749-6155,2,4,Valdosta,Georgia,38580 Kropf Parkway
Olympia,Freezer,2008-01-24,614-792-7713,2,1,Columbus,Ohio,6808 Raven Alley
Justin,Eskell,1974-04-12,413-376-1301,2,2,Springfield,Massachusetts,2080 Pearson Court
Dorice,Sharnock,1961-08-06,651-544-3308,2,3,Saint Paul,Minnesota,730 Canary Park
Jordanna,Earpe,1998-05-20,206-865-7711,1,2,Seattle,Washington,7384 Fieldstone Trail
Norah,Paszek,1950-09-20,810-768-0561,1,2,Flint,Michigan,6183 Sundown Crossing
Davine,Cecchetelli,1981-07-10,253-347-2604,2,4,Tacoma,Washington,581 Fairfield Crossing
Germaine,Dayley,2021-01-08,405-287-2713,1,3,Oklahoma City,Oklahoma,71 Division Road
Gradeigh,Smail,1952-11-24,713-658-9663,2,1,Houston,Texas,91 Mifflin Avenue
Prue,Exelby,1990-10-05,706-595-6226,1,3,Augusta,Georgia,7406 Hollow Ridge Parkway
Tadio,Matveyev,2003-09-22,201-800-5091,2,2,Jersey City,New Jersey,34531 Thierer Court
Dannie,Tabary,1989-04-04,205-754-0583,2,4,Birmingham,Alabama,7 Talmadge Lane
Odelle,Lieber,1961-06-29,701-813-3963,1,3,Grand Forks,North Dakota,0167 Maryland Parkway
Charita,Harken,1989-06-23,617-789-5427,1,2,Lynn,Massachusetts,32734 Stang Street
Eugenie,Govan,1994-08-22,979-101-0667,1,1,Bryan,Texas,92502 Boyd Alley
Jasmine,Pyke,1956-02-14,336-667-0833,1,2,Greensboro,North Carolina,2926 4th Road
Zerk,Seys,1953-07-11,352-745-4637,1,4,Gainesville,Florida,25 Forest Dale Place
Adah,Zottoli,1987-05-20,330-849-6758,1,3,Canton,Ohio,637 Menomonie Circle
Jo ann,Drewes,1978-09-30,203-707-1767,1,3,Danbury,Connecticut,4956 Huxley Pass
Morey,Van der Hoeven,1960-06-09,305-378-2561,2,1,Miami,Florida,7 Haas Circle
Meredeth,Sinyard,1981-08-20,704-882-1968,2,4,Charlotte,North Carolina,1 Golf Course Road
Stacey,Clarricoates,2020-04-02,323-755-8864,2,3,Los Angeles,California,6925 Sundown Hill
Mandy,Kleinzweig,1974-09-02,614-751-9790,2,2,Columbus,Ohio,29 Anthes Crossing
Claiborne,Crewther,1975-08-23,720-730-0912,2,1,Denver,Colorado,9598 Annamark Plaza
Gallagher,Lidyard,1967-05-17,415-920-6480,2,2,San Francisco,California,64601 Karstens Crossing
Rafa,Colafate,1953-01-18,302-355-0595,1,4,Newark,Delaware,60 Clyde Gallagher Terrace
Starr,Creek,1958-03-21,915-512-1972,2,3,El Paso,Texas,75 Nevada Circle
Flora,Fryatt,1954-09-10,810-118-3185,1,2,Flint,Michigan,4 Bartelt Street
Bernadette,McGlynn,1955-02-05,903-614-6316,1,1,Tyler,Texas,5142 Dakota Place
Wolfgang,Velez,1950-11-28,315-301-5646,1,4,Utica,New York,53 Clyde Gallagher Court
Northrup,Skeleton,1984-04-12,717-959-4709,1,1,Harrisburg,Pennsylvania,34493 Erie Crossing
Dorothy,Ableson,1998-02-07,202-899-4713,1,3,Washington,District of Columbia,4 Shopko Terrace
Jessamine,Saltwell,1953-10-08,202-946-8978,2,2,Washington,District of Columbia,95 Weeping Birch Alley
Lorenza,Cromer,1968-05-25,808-984-0783,1,1,Honolulu,Hawaii,483 American Ash Road
Ivett,Cavozzi,1980-03-11,703-206-9095,1,2,Alexandria,Virginia,80 Westend Crossing
Bel,Larwell,1964-02-12,202-994-1864,1,4,Washington,District of Columbia,89 Jackson Park
Celisse,FitzGilbert,1951-09-29,856-987-7047,2,4,Camden,New Jersey,5 Ronald Regan Drive
Talya,Edney,2003-11-13,724-966-3450,1,4,New Castle,Pennsylvania,3 Northwestern Avenue
Abbot,Spittall,1994-11-25,949-933-3635,1,4,Orange,California,9 Oak Circle
Banky,Videneev,1978-09-07,862-479-2993,2,2,Newark,New Jersey,0240 Bartillon Hill
Meyer,Becket,2021-11-04,757-857-7285,2,3,Portsmouth,Virginia,49149 Bluejay Junction
Roger,Messager,1995-09-06,727-354-9071,2,3,Saint Petersburg,Florida,597 Londonderry Street
Lanae,Madden,1950-01-25,602-843-4201,2,1,Phoenix,Arizona,01029 Annamark Lane
Willi,Klimowski,1962-06-21,512-241-0569,2,4,Round Rock,Texas,3 Hazelcrest Plaza
Dov,Bristow,1978-04-07,602-128-6973,1,3,Mesa,Arizona,11 Kropf Avenue
Misty,Hendrix,1987-05-26,202-169-9436,1,3,Washington,District of Columbia,7 Aberg Way
Mandel,O'Brollachain,2022-06-01,773-924-4743,1,3,Chicago,Illinois,1298 Briar Crest Terrace
Godfree,McTeer,2019-09-28,727-680-0063,2,2,Clearwater,Florida,62 Orin Park
Bjorn,Pechacek,1977-06-21,763-218-6813,2,2,Minneapolis,Minnesota,76127 Paget Court
Abra,Hazelton,2006-02-28,806-799-1046,1,4,Amarillo,Texas,1 Kensington Street
Zitella,de Merida,1950-04-26,915-502-0386,1,2,El Paso,Texas,71744 Onsgard Crossing
Amabel,Matherson,1979-10-14,214-481-4777,1,2,Dallas,Texas,2499 Warbler Hill
Falkner,Fewell,1975-10-30,770-833-1386,1,3,Atlanta,Georgia,20 Gerald Junction
Harrison,Ilem,1969-09-08,303-405-6401,1,4,Denver,Colorado,43260 Eggendart Hill
Mahmoud,Vautre,1980-12-02,816-222-0027,2,3,Saint Joseph,Missouri,6 Acker Court
Nathanial,Correa,1971-07-31,256-683-4170,1,3,Huntsville,Alabama,1 Hansons Place
Ludwig,Pocknell,1997-12-15,650-215-2631,2,2,Palo Alto,California,28 Dwight Crossing
Costa,Renvoys,1988-11-20,303-512-1459,1,2,Denver,Colorado,9 Burning Wood Court
Claiborne,Bernakiewicz,2018-06-10,334-550-3114,2,3,Montgomery,Alabama,54 Warner Parkway
Free,Bartosik,1962-03-03,617-426-9072,2,3,Boston,Massachusetts,537 Nevada Terrace
Tatum,Agg,1990-05-18,859-806-1683,2,2,Lexington,Kentucky,1039 Prairieview Crossing
Normie,Taffurelli,1998-03-19,561-505-9939,1,2,Boca Raton,Florida,2 Fordem Street
Jaimie,Lesley,2018-09-24,704-648-6318,1,1,Charlotte,North Carolina,80602 Killdeer Trail
Way,Coddington,1973-10-30,202-960-4589,1,3,Washington,District of Columbia,07739 Morningstar Road
Grange,Whoston,2022-08-27,202-548-0545,2,3,Washington,District of Columbia,86593 Columbus Park
Tomkin,Shegog,1956-12-23,512-168-3089,1,4,Austin,Texas,553 Sauthoff Circle
Juana,MacTimpany,1950-11-10,269-590-6055,1,2,Kalamazoo,Michigan,1 Vermont Hill
Tristan,Karim,2011-06-06,412-947-1473,1,3,Pittsburgh,Pennsylvania,326 Daystar Park
Gayle,Kayne,1952-07-09,408-784-6330,2,4,San Jose,California,1 Cardinal Avenue
Blakelee,Beggin,1950-11-13,502-377-5813,1,1,Louisville,Kentucky,26 Kedzie Point
Lem,Stenet,2010-03-02,402-823-4435,2,4,Lincoln,Nebraska,306 Hallows Park
Mort,Hymor,2013-06-25,602-162-9760,2,4,Glendale,Arizona,37 Loomis Pass
Ruthi,Linbohm,1970-02-02,702-379-3855,2,3,Las Vegas,Nevada,8 Mandrake Pass
Shaughn,Hoodlass,2000-11-07,602-446-6205,1,2,Scottsdale,Arizona,1915 Goodland Way
Cristina,Cadden,2023-03-11,201-344-5789,1,1,Jersey City,New Jersey,7 Glendale Point
Clyde,Patley,1974-01-03,816-869-9801,1,3,Kansas City,Missouri,7947 Lawn Place
Hilly,Brotherhead,2021-12-10,434-245-9441,2,2,Lynchburg,Virginia,46 Fairview Plaza
Clerc,Dubble,1955-12-22,816-918-2137,1,3,Independence,Missouri,2 Florence Park
Kori,Crimes,1957-08-24,206-956-5654,1,2,Seattle,Washington,306 Express Park
Kippie,Minett,1950-11-18,414-396-5718,2,4,Milwaukee,Wisconsin,796 Harbort Plaza
Glendon,O'Dooghaine,1992-08-04,801-922-3005,1,3,Provo,Utah,34 Killdeer Center
